Sr No.,Year,Month,State,StateCode,censusyear,CensusStateCode,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,JoinYear,NumberOfChildren,NumberOfParents,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFemaleMappingError%,TotalPopulationFemaleUrbanMappingError%,TotalPopulationFemaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,LandAreaMappingError%,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea,Country,State lgd code,Name of the fertilizer used,Required fertilizer quantity,Available fertilizer quantity
328,2012-13,13-Dec,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MAP,0,10.06678182
329,2012-13,13-Dec,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MOP,53576.70995,20578.14317
330,2012-13,13-Dec,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,NPK,115612.9004,66119.62684
331,2012-13,13-Dec,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,TSP,0,0
332,2012-13,13-Dec,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,UREA,225586.1472,6828.379882
333,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,DAP,56396.53679,52676.62123
334,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MAP,0,10.06678182
335,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MOP,42297.40259,25486.70035
336,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,NPK,169189.6104,95523.87878
337,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,TSP,0,0
338,2012-13,13-Feb,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,UREA,169189.6104,25239.81887
339,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,DAP,56396.53679,52676.62123
340,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MAP,0,10.06678182
341,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MOP,42297.40259,25486.70035
342,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,NPK,169189.6104,95523.87878
343,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,TSP,0,0
344,2012-13,13-Feb,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,UREA,169189.6104,25239.81887
345,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,DAP,56396.53679,49457.5351
346,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MAP,0,10.06678182
347,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MOP,42297.40259,25031.10093
348,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,NPK,84594.80519,58826.015
349,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,TSP,0,0
350,2012-13,13-Jan,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,UREA,169189.6104,7607.605191
351,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,DAP,56396.53679,49457.5351
352,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MAP,0,10.06678182
353,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MOP,42297.40259,25031.10093
354,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,NPK,84594.80519,58826.015
355,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,TSP,0,0
356,2012-13,13-Jan,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,UREA,169189.6104,7607.605191
357,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,DAP,42297.40259,25752.71717
358,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MAP,0,894.9284441
359,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MOP,14099.1342,34383.1356
360,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,NPK,70495.67099,120367.9913
361,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,TSP,0,1007.129354
362,2012-13,12-Jul,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,UREA,7049.567099,29691.36671
363,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,DAP,42297.40259,25752.71717
364,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MAP,0,894.9284441
365,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,MOP,14099.1342,34383.1356
366,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,NPK,70495.67099,120367.9913
367,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,TSP,0,1007.129354
368,2012-13,12-Jul,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,UREA,7049.567099,29691.36671
369,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,DAP,28198.2684,34372.84323
370,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MAP,0,0
371,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,MOP,11279.30736,30092.50963
372,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,NPK,42297.40259,78915.42015
373,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,TSP,0,0
374,2012-13,12-Jun,Andhra Pradesh,28,2011,28,49577103,14610410,34966693,24830513,7292265,17538248,24746590,7318145,17428445,12718976,3653618,9065358,411934,13000000,13436132,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.586150952,1,0.51774943,1,0.620398103,1,0.585043768,1,0.513579392,1,0.62097151,1,0.587266112,1,0.521972629,1,0.619822152,1,0.605014758,1,0.538230674,1,0.636863252,1,0.524450703,1,0.565312527,1,0.563965368,1,India,28,UREA,56396.53679,32137.70748
375,2012-13,12-Jun,Andhra Pradesh,36,2011,28,35003674,13608665,21395009,17611633,6906640,10704993,17392041,6702025,10690016,8303612,3134583,5169029,373524,10000000,10388260,2012-13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413849048,1,0.48225057,1,0.379601897,1,0.414956232,1,0.486420608,1,0.37902849,1,0.412733888,1,0.478027371,1,0.380177848,1,0.394985242,1,0.461769326,1,0.363136748,1,0.475549297,1,0.434687473,1,0.436034632,1,India,28,DAP,28198.2684,34372.84323
